"neighborhood","area","bedrooms","pool","date","price"
"Neighborhood 2",2211,3,0,"Sep 2018",445261
"Neighborhood 1",1792,1,0,"Sep 2018",552205
"Neighborhood 1",1643,1,0,"Sep 2018",641953
"Neighborhood 1",1757,1,0,"Sep 2018",346949
"Neighborhood 1",1605,1,0,"Sep 2018",299551
"Neighborhood 1",1787,1,0,"Sep 2018",320263
"Neighborhood 2",2780,1,1,"Sep 2018",477743
"Neighborhood 1",1515,1,0,"Sep 2018",778070
"Neighborhood 1",1746,1,1,"Sep 2018",395854
"Neighborhood 1",2045,1,0,"Sep 2018",372049
"Neighborhood 2",2583,2,0,"Sep 2018",597172
"Neighborhood 2",2534,2,0,"Sep 2018",523677
"Neighborhood 1",1916,2,0,"Sep 2018",582016
"Neighborhood 1",1570,1,0,"Sep 2018",570574
"Neighborhood 2",2522,2,0,"Sep 2018",532284
"Neighborhood 1",1471,1,0,"Sep 2018",373338
"Neighborhood 1",1735,1,0,"Sep 2018",236262
"Neighborhood 1",1815,1,0,"Sep 2018",617468
"Neighborhood 2",2545,2,0,"Sep 2018",562639
"Neighborhood 1",1410,1,0,"Sep 2018",536847
"Neighborhood 2",2371,2,1,"Sep 2018",433521
"Neighborhood 1",1399,1,0,"Sep 2018",500936
"Neighborhood 1",1421,1,0,"Sep 2018",455740
"Neighborhood 1",1956,1,0,"Sep 2018",578512
"Neighborhood 1",1869,1,0,"Sep 2018",513726
"Neighborhood 1",2064,1,0,"Sep 2018",741081
"Neighborhood 1",2189,1,0,"Sep 2018",458700
"Neighborhood 1",1736,1,0,"Sep 2018",401045
"Neighborhood 1",1756,2,0,"Sep 2018",378959
"Neighborhood 1",1615,1,0,"Sep 2018",612002
"Neighborhood 1",1574,1,0,"Sep 2018",591865
"Neighborhood 2",2454,2,0,"Sep 2018",386307
"Neighborhood 2",2553,2,1,"Sep 2018",866869
"Neighborhood 1",1534,1,0,"Sep 2018",473910
"Neighborhood 2",2261,2,1,"Sep 2018",542977
"Neighborhood 1",1448,1,0,"Sep 2018",425275
"Neighborhood 1",1494,1,0,"Sep 2018",330217
"Neighborhood 1",1769,1,0,"Sep 2018",690433
"Neighborhood 1",1681,1,0,"Sep 2018",495798
"Neighborhood 1",1759,1,0,"Sep 2018",598572
"Neighborhood 1",1702,1,0,"Sep 2018",612615
"Neighborhood 2",2543,2,0,"Sep 2018",620448
"Neighborhood 1",1380,1,0,"Sep 2018",421797
"Neighborhood 2",2247,2,1,"Sep 2018",517002
"Neighborhood 1",1669,1,0,"Sep 2018",634025
"Neighborhood 1",1923,1,0,"Sep 2018",576127
"Neighborhood 1",1905,3,0,"Sep 2018",399509
"Neighborhood 1",2009,1,0,"Sep 2018",653088
"Neighborhood 1",1848,1,0,"Sep 2018",405309
"Neighborhood 1",1700,1,0,"Sep 2018",334678
"Neighborhood 1",1396,1,0,"Sep 2018",608783
"Neighborhood 1",2007,1,0,"Sep 2018",435609
"Neighborhood 1",1603,1,0,"Sep 2018",696679
"Neighborhood 1",1526,1,0,"Sep 2018",252872
"Neighborhood 1",2103,1,0,"Sep 2018",490368
"Neighborhood 1",1856,1,0,"Sep 2018",538498
"Neighborhood 1",1676,1,0,"Sep 2018",438346
"Neighborhood 2",2370,2,0,"Sep 2018",577147
"Neighborhood 2",2109,3,0,"Sep 2018",588627
"Neighborhood 2",2844,3,1,"Sep 2018",389733
"Neighborhood 1",1387,1,0,"Sep 2018",628226
"Neighborhood 1",1492,1,0,"Sep 2018",493443
"Neighborhood 1",1990,1,0,"Sep 2018",422497
"Neighborhood 1",1666,1,0,"Sep 2018",436082
"Neighborhood 1",1770,1,0,"Sep 2018",571646
"Neighborhood 1",1911,2,0,"Sep 2018",479164
"Neighborhood 2",2441,2,1,"Sep 2018",700260
"Neighborhood 2",2364,2,0,"Sep 2018",443016
"Neighborhood 2",2115,2,0,"Sep 2018",763146
"Neighborhood 1",2097,2,0,"Sep 2018",624473
"Neighborhood 2",2260,3,0,"Sep 2018",539407
"Neighborhood 1",1389,1,0,"Sep 2018",610511
"Neighborhood 1",1600,1,0,"Sep 2018",498554
"Neighborhood 2",2394,2,0,"Sep 2018",815753
"Neighborhood 1",1595,1,0,"Sep 2018",697198
"Neighborhood 1",1604,1,0,"Sep 2018",498404
"Neighborhood 1",1591,1,0,"Sep 2018",553131
"Neighborhood 1",1748,1,0,"Sep 2018",313367
"Neighborhood 1",1717,1,0,"Sep 2018",425307
"Neighborhood 2",2424,3,0,"Sep 2018",583381
"Neighborhood 1",1821,1,0,"Sep 2018",412150
"Neighborhood 2",2266,2,0,"Sep 2018",559463
"Neighborhood 2",2632,2,1,"Sep 2018",438855
"Neighborhood 2",2201,3,0,"Sep 2018",781331
"Neighborhood 1",1988,1,0,"Sep 2018",574520
"Neighborhood 2",2221,1,0,"Sep 2018",668371
"Neighborhood 1",1465,1,0,"Sep 2018",627383
"Neighborhood 1",1748,2,0,"Sep 2018",515945
"Neighborhood 1",1776,1,0,"Sep 2018",732022
"Neighborhood 1",1729,2,0,"Sep 2018",527945
"Neighborhood 1",1664,1,0,"Sep 2018",484466
"Neighborhood 1",1852,1,0,"Sep 2018",519706
"Neighborhood 2",2396,3,0,"Sep 2018",458158
"Neighborhood 1",1721,1,0,"Sep 2018",485996
"Neighborhood 1",1691,1,0,"Sep 2018",590292
"Neighborhood 2",2397,2,0,"Sep 2018",791798
"Neighborhood 1",1821,1,0,"Sep 2018",439649
"Neighborhood 2",2136,3,0,"Sep 2018",515923
"Neighborhood 2",2386,2,0,"Sep 2018",618481
"Neighborhood 1",1705,1,0,"Sep 2018",374936
"Neighborhood 1",1945,1,0,"Sep 2018",579444
"Neighborhood 1",1655,1,0,"Sep 2018",483333
"Neighborhood 2",2423,2,0,"Sep 2018",684902
"Neighborhood 1",1460,2,0,"Sep 2018",485933
"Neighborhood 1",1314,1,0,"Sep 2018",534126
"Neighborhood 1",1762,1,0,"Sep 2018",520762
"Neighborhood 1",1765,2,0,"Sep 2018",647658
"Neighborhood 1",1462,1,0,"Sep 2018",666126
"Neighborhood 1",1551,1,0,"Sep 2018",383419
"Neighborhood 2",2608,2,0,"Sep 2018",643402
"Neighborhood 1",1454,1,0,"Sep 2018",537519
"Neighborhood 1",1896,1,0,"Sep 2018",395580
"Neighborhood 1",1614,1,0,"Sep 2018",371034
"Neighborhood 2",2023,2,0,"Sep 2018",641410
"Neighborhood 1",1507,1,0,"Sep 2018",424147
"Neighborhood 1",1559,1,0,"Sep 2018",363193
"Neighborhood 1",1713,1,1,"Sep 2018",548268
"Neighborhood 1",1263,2,0,"Sep 2018",607978
"Neighborhood 2",2647,3,0,"Sep 2018",820140
"Neighborhood 2",2711,3,1,"Sep 2018",670310
"Neighborhood 1",2261,1,0,"Sep 2018",340983
"Neighborhood 1",1828,3,0,"Sep 2018",547535
"Neighborhood 1",1686,2,0,"Sep 2018",365476
"Neighborhood 1",1701,1,0,"Sep 2018",637242
"Neighborhood 2",2344,2,0,"Sep 2018",789101
"Neighborhood 1",1729,1,0,"Sep 2018",488569
"Neighborhood 2",2646,2,0,"Sep 2018",842535
"Neighborhood 1",1542,1,0,"Sep 2018",506878
"Neighborhood 2",2679,3,0,"Sep 2018",744519
"Neighborhood 2",2178,2,0,"Sep 2018",617503
"Neighborhood 1",1972,2,0,"Sep 2018",383986
"Neighborhood 2",2161,2,0,"Sep 2018",534529
"Neighborhood 2",2257,2,0,"Sep 2018",635289
"Neighborhood 1",1761,1,0,"Sep 2018",464166
"Neighborhood 1",1961,1,0,"Sep 2018",613266
"Neighborhood 2",2816,4,0,"Sep 2018",594145
"Neighborhood 2",2054,2,0,"Sep 2018",737680
"Neighborhood 2",2736,2,0,"Sep 2018",561358
"Neighborhood 1",1780,1,0,"Sep 2018",504444
"Neighborhood 2",2381,3,1,"Sep 2018",570504
"Neighborhood 1",2138,1,0,"Sep 2018",511846
"Neighborhood 2",2635,2,0,"Sep 2018",457561
"Neighborhood 2",2901,4,0,"Sep 2018",662222
"Neighborhood 1",1585,1,0,"Sep 2018",436184
"Neighborhood 1",1972,1,0,"Sep 2018",422400
"Neighborhood 2",2181,2,0,"Sep 2018",535674
"Neighborhood 2",2444,2,1,"Sep 2018",633079
"Neighborhood 1",1633,1,0,"Sep 2018",640606
"Neighborhood 1",1413,3,0,"Sep 2018",626498
"Neighborhood 2",2406,1,0,"Sep 2018",499254
"Neighborhood 2",2706,3,0,"Sep 2018",803724
"Neighborhood 2",2503,3,0,"Sep 2018",502802
"Neighborhood 1",1651,2,0,"Sep 2018",496167
"Neighborhood 2",2518,2,1,"Sep 2018",675929
"Neighborhood 2",2311,2,0,"Sep 2018",479826
"Neighborhood 2",2135,2,0,"Sep 2018",644457
"Neighborhood 2",2603,2,0,"Sep 2018",557167
"Neighborhood 1",1794,1,0,"Sep 2018",550175
"Neighborhood 1",1549,3,0,"Sep 2018",487239
"Neighborhood 1",1720,1,0,"Sep 2018",454396
"Neighborhood 1",1835,2,0,"Sep 2018",490357
"Neighborhood 2",2433,3,1,"Sep 2018",664294
"Neighborhood 2",2546,2,0,"Sep 2018",614226
"Neighborhood 1",1714,1,0,"Sep 2018",314038
"Neighborhood 1",2268,1,0,"Sep 2018",675818
"Neighborhood 1",1641,1,0,"Sep 2018",554054
"Neighborhood 1",1479,1,0,"Sep 2018",558746
"Neighborhood 2",2250,3,1,"Sep 2018",596194
"Neighborhood 2",2645,2,0,"Sep 2018",469182
"Neighborhood 1",2031,2,0,"Sep 2018",305518
"Neighborhood 1",1533,1,0,"Sep 2018",471461
"Neighborhood 1",1604,1,0,"Sep 2018",437786
"Neighborhood 1",1802,1,0,"Sep 2018",521389
"Neighborhood 2",2173,3,1,"Sep 2018",467727
"Neighborhood 2",2354,2,0,"Sep 2018",486665
"Neighborhood 1",1645,3,0,"Sep 2018",446970
"Neighborhood 2",2646,2,0,"Sep 2018",601535
"Neighborhood 1",1926,1,1,"Sep 2018",765095
"Neighborhood 2",2361,3,0,"Sep 2018",501956
"Neighborhood 2",2671,2,0,"Sep 2018",645189
"Neighborhood 1",1897,1,0,"Sep 2018",649244
"Neighborhood 1",1517,1,0,"Sep 2018",598897
"Neighborhood 1",1889,2,0,"Sep 2018",612865
"Neighborhood 1",1527,1,0,"Sep 2018",420852
"Neighborhood 1",1680,1,0,"Sep 2018",497368
"Neighborhood 2",2574,3,0,"Sep 2018",506998
"Neighborhood 2",2419,2,0,"Sep 2018",561583
"Neighborhood 1",1704,1,0,"Sep 2018",441880
"Neighborhood 1",1757,2,0,"Sep 2018",435894
"Neighborhood 1",1610,1,0,"Sep 2018",445955
"Neighborhood 1",1601,1,0,"Sep 2018",655933
"Neighborhood 2",2532,2,1,"Sep 2018",634830
"Neighborhood 1",1848,1,0,"Sep 2018",633150
"Neighborhood 2",2103,2,0,"Sep 2018",683938
"Neighborhood 2",2648,2,0,"Sep 2018",478998
"Neighborhood 2",2341,2,0,"Sep 2018",568124
"Neighborhood 1",1777,1,1,"Sep 2018",595435
"Neighborhood 1",1792,1,0,"Sep 2018",408743
"Neighborhood 1",1787,1,0,"Sep 2018",589498
"Neighborhood 1",1732,1,0,"Sep 2018",621987
"Neighborhood 2",2630,2,0,"Sep 2018",629479
"Neighborhood 2",2146,3,0,"Sep 2018",443354
"Neighborhood 1",1568,1,0,"Sep 2018",519618
"Neighborhood 2",2278,2,1,"Sep 2018",640223
"Neighborhood 1",1353,1,1,"Sep 2018",620773
"Neighborhood 1",1525,1,1,"Sep 2018",421094
"Neighborhood 2",2403,3,0,"Sep 2018",708619
"Neighborhood 2",2349,2,1,"Sep 2018",680038
"Neighborhood 2",2400,2,0,"Sep 2018",659709
"Neighborhood 2",2638,2,0,"Sep 2018",574021
"Neighborhood 1",1943,1,0,"Sep 2018",538075
"Neighborhood 2",2457,2,0,"Sep 2018",510610
"Neighborhood 2",2308,2,0,"Sep 2018",619539
"Neighborhood 2",2303,2,0,"Sep 2018",339757
"Neighborhood 1",1400,2,0,"Sep 2018",386320
"Neighborhood 1",1579,2,0,"Sep 2018",543766
"Neighborhood 1",1933,3,0,"Sep 2018",526116
"Neighborhood 1",1573,3,0,"Sep 2018",438847
"Neighborhood 2",2521,3,0,"Sep 2018",605426
"Neighborhood 2",2446,2,0,"Sep 2018",657997
"Neighborhood 1",2047,1,0,"Sep 2018",457380
"Neighborhood 1",1667,1,0,"Sep 2018",441908
"Neighborhood 1",1804,1,1,"Sep 2018",607375
"Neighborhood 1",1676,1,1,"Sep 2018",581405
"Neighborhood 2",2382,1,0,"Sep 2018",665572
"Neighborhood 1",1760,1,0,"Sep 2018",450735
"Neighborhood 2",2075,2,0,"Sep 2018",536986
"Neighborhood 1",1824,2,0,"Sep 2018",457037
"Neighborhood 1",1873,1,0,"Sep 2018",466855
"Neighborhood 2",2355,2,0,"Sep 2018",714247
"Neighborhood 1",1579,1,0,"Sep 2018",292747
"Neighborhood 2",2291,2,1,"Sep 2018",782371
"Neighborhood 1",1699,1,0,"Sep 2018",504499
"Neighborhood 1",1835,1,0,"Sep 2018",453325
"Neighborhood 1",1983,1,0,"Sep 2018",566752
"Neighborhood 2",2067,2,0,"Sep 2018",404064
"Neighborhood 2",2303,1,0,"Sep 2018",786469
"Neighborhood 1",2252,2,0,"Sep 2018",433439
"Neighborhood 2",2472,2,0,"Sep 2018",494178
"Neighborhood 1",1603,1,0,"Sep 2018",367275
"Neighborhood 1",2192,1,0,"Sep 2018",311076
"Neighborhood 1",1772,1,0,"Sep 2018",417379
"Neighborhood 2",2569,2,0,"Sep 2018",892214
"Neighborhood 1",1872,1,0,"Sep 2018",364624
"Neighborhood 1",1858,2,0,"Sep 2018",627465
"Neighborhood 1",1766,1,0,"Sep 2018",643872
"Neighborhood 2",2440,2,0,"Sep 2018",753731
"Neighborhood 2",2840,3,0,"Sep 2018",485451
"Neighborhood 2",2592,2,0,"Sep 2018",668847
"Neighborhood 1",1816,1,0,"Sep 2018",432253
"Neighborhood 1",1490,2,0,"Sep 2018",596825
"Neighborhood 1",1802,1,0,"Sep 2018",494027
"Neighborhood 1",1589,1,0,"Sep 2018",510771
"Neighborhood 1",1894,1,0,"Sep 2018",748239
"Neighborhood 1",1639,1,0,"Sep 2018",527938
"Neighborhood 1",1882,3,0,"Sep 2018",607157
"Neighborhood 1",1939,1,0,"Sep 2018",691402
"Neighborhood 1",1930,3,0,"Sep 2018",493749
"Neighborhood 1",1833,1,0,"Sep 2018",594412
"Neighborhood 2",2419,2,1,"Sep 2018",572664
"Neighborhood 2",2724,2,0,"Sep 2018",536217
"Neighborhood 2",2413,2,1,"Sep 2018",597512
"Neighborhood 2",2399,2,0,"Sep 2018",736868
"Neighborhood 2",2378,3,1,"Sep 2018",585001
"Neighborhood 1",1640,1,0,"Sep 2018",535518
"Neighborhood 1",1622,1,0,"Sep 2018",398270
"Neighborhood 2",2142,2,0,"Sep 2018",644587
"Neighborhood 1",1900,3,0,"Sep 2018",548957
"Neighborhood 1",1903,1,0,"Sep 2018",404568
"Neighborhood 1",1463,1,1,"Sep 2018",538175
"Neighborhood 2",2401,2,1,"Sep 2018",573795
"Neighborhood 2",2202,2,0,"Sep 2018",667423
"Neighborhood 1",1703,1,0,"Sep 2018",542789
"Neighborhood 1",1667,1,0,"Sep 2018",332183
"Neighborhood 2",2277,4,0,"Sep 2018",581793
"Neighborhood 1",1562,1,0,"Sep 2018",434707
"Neighborhood 2",2431,2,0,"Sep 2018",554528
"Neighborhood 1",1576,1,0,"Sep 2018",592630
"Neighborhood 1",1593,1,0,"Sep 2018",569216
"Neighborhood 2",2553,3,0,"Sep 2018",466394
"Neighborhood 2",2173,4,0,"Sep 2018",711998
"Neighborhood 1",1792,1,0,"Sep 2018",684628
"Neighborhood 1",1694,1,0,"Sep 2018",486187
"Neighborhood 1",1881,1,0,"Sep 2018",497706
"Neighborhood 2",2254,2,1,"Sep 2018",614889
"Neighborhood 2",2157,3,0,"Sep 2018",347419
"Neighborhood 1",2011,1,0,"Sep 2018",461884
"Neighborhood 1",1667,2,0,"Sep 2018",527844
"Neighborhood 2",2321,2,0,"Sep 2018",775637
"Neighborhood 1",1499,1,0,"Sep 2018",586347
"Neighborhood 1",1742,1,0,"Sep 2018",734814
"Neighborhood 1",1842,2,1,"Sep 2018",358018
"Neighborhood 2",2691,3,0,"Sep 2018",684305
"Neighborhood 1",1871,1,0,"Sep 2018",554767
"Neighborhood 1",1738,1,0,"Sep 2018",617805
"Neighborhood 1",1578,1,0,"Sep 2018",498713
"Neighborhood 1",1604,1,0,"Sep 2018",416607
"Neighborhood 1",1855,1,1,"Sep 2018",504028
"Neighborhood 2",2584,2,0,"Sep 2018",764630
"Neighborhood 1",1771,2,0,"Sep 2018",560521
"Neighborhood 1",1604,1,0,"Sep 2018",484043
"Neighborhood 1",1548,1,0,"Sep 2018",478383
"Neighborhood 2",2768,2,0,"Sep 2018",524838
"Neighborhood 1",1792,2,0,"Sep 2018",436648
"Neighborhood 2",2072,2,1,"Sep 2018",415002
"Neighborhood 2",2490,2,0,"Sep 2018",579287
"Neighborhood 1",1497,1,0,"Sep 2018",366403
"Neighborhood 1",1809,1,0,"Sep 2018",541031
"Neighborhood 1",1833,1,0,"Sep 2018",447625
"Neighborhood 2",2340,3,0,"Sep 2018",583442
"Neighborhood 2",2395,2,1,"Sep 2018",819946
"Neighborhood 1",1601,2,0,"Sep 2018",430381
"Neighborhood 1",1790,2,0,"Sep 2018",471815
"Neighborhood 2",2755,2,1,"Sep 2018",493535
"Neighborhood 2",2515,2,0,"Sep 2018",669651
"Neighborhood 1",1468,1,0,"Sep 2018",450535
"Neighborhood 1",1698,1,0,"Sep 2018",467146
"Neighborhood 1",1872,1,0,"Sep 2018",269947
"Neighborhood 2",2041,1,0,"Sep 2018",827174
"Neighborhood 2",2163,2,0,"Sep 2018",425561
"Neighborhood 1",1606,1,0,"Sep 2018",585552
"Neighborhood 1",1836,1,0,"Sep 2018",375861
"Neighborhood 1",1467,1,0,"Sep 2018",537824
"Neighborhood 1",1356,1,0,"Sep 2018",645384
"Neighborhood 2",2268,3,0,"Sep 2018",550665
"Neighborhood 1",1651,1,0,"Sep 2018",389651
"Neighborhood 1",1782,1,0,"Sep 2018",349751
"Neighborhood 1",1874,1,0,"Sep 2018",475144
"Neighborhood 2",2626,3,0,"Sep 2018",730420
"Neighborhood 1",1782,2,0,"Sep 2018",247197
"Neighborhood 1",1464,3,0,"Sep 2018",612487
"Neighborhood 2",2326,2,0,"Sep 2018",613923
"Neighborhood 2",2126,2,0,"Sep 2018",659782
"Neighborhood 2",2594,2,0,"Sep 2018",498716
"Neighborhood 2",2203,2,1,"Sep 2018",385802
"Neighborhood 1",1691,1,0,"Sep 2018",546423
"Neighborhood 1",1960,1,0,"Sep 2018",415203
"Neighborhood 1",1508,1,0,"Sep 2018",363998
"Neighborhood 2",2734,2,1,"Sep 2018",725221
"Neighborhood 2",2633,3,0,"Sep 2018",484793
"Neighborhood 1",1663,1,0,"Sep 2018",545486
