"neighborhood","area","bedrooms","pool","date","price"
"Neighborhood 1",2065,1,0,"Sep 2018",570709
"Neighborhood 1",1765,1,0,"Sep 2018",551616
"Neighborhood 1",1527,3,0,"Sep 2018",454622
"Neighborhood 1",1494,1,0,"Sep 2018",401407
"Neighborhood 2",2960,2,0,"Sep 2018",869130
"Neighborhood 1",1785,1,0,"Sep 2018",498245
"Neighborhood 1",1606,1,0,"Sep 2018",611988
"Neighborhood 1",1546,1,1,"Sep 2018",436605
"Neighborhood 1",1835,2,0,"Sep 2018",452223
"Neighborhood 1",1516,2,0,"Sep 2018",564626
"Neighborhood 2",2484,2,0,"Sep 2018",706858
"Neighborhood 2",2479,2,0,"Sep 2018",528384
"Neighborhood 2",2678,2,0,"Sep 2018",462026
"Neighborhood 2",2197,2,1,"Sep 2018",598743
"Neighborhood 2",2332,3,0,"Sep 2018",603901
"Neighborhood 2",2380,2,0,"Sep 2018",495831
"Neighborhood 1",1494,1,0,"Sep 2018",496901
"Neighborhood 1",1609,1,0,"Sep 2018",579981
"Neighborhood 1",1475,1,0,"Sep 2018",523189
"Neighborhood 1",1845,1,0,"Sep 2018",444749
"Neighborhood 2",2212,3,0,"Sep 2018",739559
"Neighborhood 1",1539,1,0,"Sep 2018",661177
"Neighborhood 2",2680,2,0,"Sep 2018",770073
"Neighborhood 1",1863,2,0,"Sep 2018",627508
"Neighborhood 1",1727,3,0,"Sep 2018",547046
"Neighborhood 2",2442,3,0,"Sep 2018",552440
"Neighborhood 2",2234,2,0,"Sep 2018",495338
"Neighborhood 2",2386,1,0,"Sep 2018",726228
"Neighborhood 2",2706,3,0,"Sep 2018",514824
"Neighborhood 2",2448,2,0,"Sep 2018",649712
"Neighborhood 2",2704,2,0,"Sep 2018",618604
"Neighborhood 1",1855,1,0,"Sep 2018",491163
"Neighborhood 1",1800,1,0,"Sep 2018",530716
"Neighborhood 1",1537,1,0,"Sep 2018",551250
"Neighborhood 1",1684,1,0,"Sep 2018",528060
"Neighborhood 2",2049,3,0,"Sep 2018",595813
"Neighborhood 2",2238,2,0,"Sep 2018",539199
"Neighborhood 1",2150,1,0,"Sep 2018",748271
"Neighborhood 1",1537,1,0,"Sep 2018",588521
"Neighborhood 1",1490,1,0,"Sep 2018",505082
"Neighborhood 1",1594,1,0,"Sep 2018",535366
"Neighborhood 1",1539,1,0,"Sep 2018",606304
"Neighborhood 1",1643,2,0,"Sep 2018",513537
"Neighborhood 2",2128,2,1,"Sep 2018",686637
"Neighborhood 1",1766,1,0,"Sep 2018",651279
"Neighborhood 1",1754,1,0,"Sep 2018",396858
"Neighborhood 1",1653,1,0,"Sep 2018",595604
"Neighborhood 2",2602,3,0,"Sep 2018",684211
"Neighborhood 1",1508,1,0,"Sep 2018",599487
"Neighborhood 1",1457,1,0,"Sep 2018",513583
"Neighborhood 1",1417,3,0,"Sep 2018",420416
"Neighborhood 1",1791,1,0,"Sep 2018",423718
"Neighborhood 2",2200,2,1,"Sep 2018",458744
"Neighborhood 2",2491,3,1,"Sep 2018",653500
"Neighborhood 1",1671,1,0,"Sep 2018",475628
"Neighborhood 1",1939,1,0,"Sep 2018",401999
"Neighborhood 1",1594,1,0,"Sep 2018",499095
"Neighborhood 1",1770,2,0,"Sep 2018",428236
"Neighborhood 2",2413,3,0,"Sep 2018",528362
"Neighborhood 2",2474,3,0,"Sep 2018",617842
"Neighborhood 2",2458,2,0,"Sep 2018",567958
"Neighborhood 2",2325,2,0,"Sep 2018",738558
"Neighborhood 1",1488,1,0,"Sep 2018",586253
"Neighborhood 2",2701,2,0,"Sep 2018",571009
"Neighborhood 1",1888,1,0,"Sep 2018",450973
"Neighborhood 1",1401,1,0,"Sep 2018",571727
"Neighborhood 2",2449,2,1,"Sep 2018",597174
"Neighborhood 2",2552,3,0,"Sep 2018",606748
"Neighborhood 2",2311,2,0,"Sep 2018",659009
"Neighborhood 1",1879,1,0,"Sep 2018",597667
"Neighborhood 2",2279,2,0,"Sep 2018",390292
"Neighborhood 2",2436,2,1,"Sep 2018",463615
"Neighborhood 2",2296,2,1,"Sep 2018",428467
"Neighborhood 2",2314,2,0,"Sep 2018",622462
"Neighborhood 1",1694,1,0,"Sep 2018",509872
"Neighborhood 2",2358,3,0,"Sep 2018",632485
"Neighborhood 2",2171,3,0,"Sep 2018",511520
"Neighborhood 1",1899,1,0,"Sep 2018",405853
"Neighborhood 1",1614,1,0,"Sep 2018",542450
"Neighborhood 2",2563,2,0,"Sep 2018",567869
"Neighborhood 1",1869,1,0,"Sep 2018",393979
"Neighborhood 1",1904,1,0,"Sep 2018",632105
"Neighborhood 1",1565,1,0,"Sep 2018",585012
"Neighborhood 1",1492,1,0,"Sep 2018",683900
"Neighborhood 1",1891,1,0,"Sep 2018",343671
"Neighborhood 1",1495,3,1,"Sep 2018",693007
"Neighborhood 2",2345,2,0,"Sep 2018",633140
"Neighborhood 1",1831,1,0,"Sep 2018",430216
"Neighborhood 1",1658,1,0,"Sep 2018",287699
"Neighborhood 1",2045,1,0,"Sep 2018",541506
"Neighborhood 2",2115,2,1,"Sep 2018",570365
"Neighborhood 2",2059,2,0,"Sep 2018",526887
"Neighborhood 1",1728,1,0,"Sep 2018",505514
"Neighborhood 1",1843,1,0,"Sep 2018",500505
"Neighborhood 1",1931,1,0,"Sep 2018",564560
"Neighborhood 1",1352,2,0,"Sep 2018",339682
"Neighborhood 1",2105,1,0,"Sep 2018",486804
"Neighborhood 2",2402,2,0,"Sep 2018",623702
"Neighborhood 1",1632,1,0,"Sep 2018",682645
"Neighborhood 2",2401,2,0,"Sep 2018",760685
"Neighborhood 2",2150,2,1,"Sep 2018",406267
"Neighborhood 2",2262,2,0,"Sep 2018",366565
"Neighborhood 1",1583,1,0,"Sep 2018",469599
"Neighborhood 2",2516,2,0,"Sep 2018",787754
"Neighborhood 1",1807,1,0,"Sep 2018",378364
"Neighborhood 1",1619,2,0,"Sep 2018",662991
"Neighborhood 2",2694,2,0,"Sep 2018",410557
"Neighborhood 2",2529,3,0,"Sep 2018",756408
"Neighborhood 2",2336,2,0,"Sep 2018",394662
"Neighborhood 2",2289,2,0,"Sep 2018",683586
"Neighborhood 1",1742,1,1,"Sep 2018",418421
"Neighborhood 2",2632,3,1,"Sep 2018",607338
"Neighborhood 1",1556,1,0,"Sep 2018",534242
"Neighborhood 1",1721,1,0,"Sep 2018",418663
"Neighborhood 2",2161,1,0,"Sep 2018",465022
"Neighborhood 1",1681,2,0,"Sep 2018",545109
"Neighborhood 2",2057,2,1,"Sep 2018",773419
"Neighborhood 2",2452,2,0,"Sep 2018",841323
"Neighborhood 1",1635,1,0,"Sep 2018",586626
"Neighborhood 1",1359,1,0,"Sep 2018",345552
"Neighborhood 1",1895,1,0,"Sep 2018",487236
"Neighborhood 1",1413,1,0,"Sep 2018",451028
"Neighborhood 1",1504,1,0,"Sep 2018",710433
"Neighborhood 2",2687,2,0,"Sep 2018",496711
"Neighborhood 2",2524,3,0,"Sep 2018",743349
"Neighborhood 1",1704,2,0,"Sep 2018",457787
"Neighborhood 2",2760,2,0,"Sep 2018",839047
"Neighborhood 2",2114,2,0,"Sep 2018",745443
"Neighborhood 2",2282,2,0,"Sep 2018",834457
"Neighborhood 2",2195,2,0,"Sep 2018",548837
"Neighborhood 2",2395,2,0,"Sep 2018",546214
"Neighborhood 1",1812,1,0,"Sep 2018",563822
"Neighborhood 1",1478,1,0,"Sep 2018",431303
"Neighborhood 1",1305,1,0,"Sep 2018",486423
"Neighborhood 1",1580,1,0,"Sep 2018",600673
"Neighborhood 2",2239,3,0,"Sep 2018",873152
"Neighborhood 2",2806,2,0,"Sep 2018",355960
"Neighborhood 2",2095,2,0,"Sep 2018",699388
"Neighborhood 2",2391,2,0,"Sep 2018",661809
"Neighborhood 2",2729,3,0,"Sep 2018",778591
"Neighborhood 1",2069,1,0,"Sep 2018",637540
"Neighborhood 2",2462,3,0,"Sep 2018",531619
"Neighborhood 2",2598,3,0,"Sep 2018",508141
"Neighborhood 1",1664,2,0,"Sep 2018",610818
"Neighborhood 2",2480,2,0,"Sep 2018",457232
"Neighborhood 2",2414,2,0,"Sep 2018",691809
"Neighborhood 1",1844,2,0,"Sep 2018",749694
"Neighborhood 1",1569,1,0,"Sep 2018",390402
"Neighborhood 1",1706,2,0,"Sep 2018",365650
"Neighborhood 2",2191,1,1,"Sep 2018",743551
"Neighborhood 2",2158,2,0,"Sep 2018",705337
"Neighborhood 1",1817,1,0,"Sep 2018",491349
"Neighborhood 2",2660,2,1,"Sep 2018",581542
"Neighborhood 2",2299,2,0,"Sep 2018",667697
"Neighborhood 1",1455,1,0,"Sep 2018",601271
"Neighborhood 2",2016,2,0,"Sep 2018",723071
"Neighborhood 1",1494,1,0,"Sep 2018",583188
"Neighborhood 1",1871,1,0,"Sep 2018",491021
"Neighborhood 2",2596,3,1,"Sep 2018",778414
"Neighborhood 1",1670,2,0,"Sep 2018",647525
"Neighborhood 2",2072,4,1,"Sep 2018",574785
"Neighborhood 2",2339,2,0,"Sep 2018",677835
"Neighborhood 1",1772,1,0,"Sep 2018",560646
"Neighborhood 1",1679,1,0,"Sep 2018",467691
"Neighborhood 1",1332,2,0,"Sep 2018",620831
"Neighborhood 2",2505,2,0,"Sep 2018",644370
"Neighborhood 2",2148,1,0,"Sep 2018",802965
"Neighborhood 2",2135,2,0,"Sep 2018",651214
"Neighborhood 1",1525,1,1,"Sep 2018",481333
"Neighborhood 2",2513,2,0,"Sep 2018",718724
"Neighborhood 1",1651,1,0,"Sep 2018",385138
"Neighborhood 1",1801,1,0,"Sep 2018",325322
"Neighborhood 1",1653,1,0,"Sep 2018",716224
"Neighborhood 2",2409,2,0,"Sep 2018",515854
"Neighborhood 2",2623,2,0,"Sep 2018",528196
"Neighborhood 2",2126,2,0,"Sep 2018",839709
"Neighborhood 1",1828,1,0,"Sep 2018",599267
"Neighborhood 2",2562,3,1,"Sep 2018",522367
"Neighborhood 2",2401,2,0,"Sep 2018",352792
"Neighborhood 1",1843,1,1,"Sep 2018",468519
"Neighborhood 2",2310,2,0,"Sep 2018",740691
"Neighborhood 1",1376,1,0,"Sep 2018",670572
"Neighborhood 1",1407,1,0,"Sep 2018",571401
"Neighborhood 2",2867,2,1,"Sep 2018",416904
"Neighborhood 2",2411,1,0,"Sep 2018",526784
"Neighborhood 2",2579,2,1,"Sep 2018",477954
"Neighborhood 2",2245,2,0,"Sep 2018",512390
"Neighborhood 1",1778,2,0,"Sep 2018",420849
"Neighborhood 1",1639,1,0,"Sep 2018",647706
"Neighborhood 2",2173,2,0,"Sep 2018",513453
"Neighborhood 1",1711,1,0,"Sep 2018",421601
"Neighborhood 1",1373,1,0,"Sep 2018",301297
"Neighborhood 1",1913,1,0,"Sep 2018",493588
"Neighborhood 1",1617,1,0,"Sep 2018",578433
"Neighborhood 2",2078,4,0,"Sep 2018",751731
"Neighborhood 1",1670,1,0,"Sep 2018",445095
"Neighborhood 1",1627,1,0,"Sep 2018",498594
"Neighborhood 1",1606,1,0,"Sep 2018",438464
"Neighborhood 2",2534,2,1,"Sep 2018",790214
"Neighborhood 2",2875,2,0,"Sep 2018",757149
"Neighborhood 2",2423,2,0,"Sep 2018",702031
"Neighborhood 1",1653,1,0,"Sep 2018",532475
"Neighborhood 2",2502,2,0,"Sep 2018",695629
"Neighborhood 2",2315,2,1,"Sep 2018",596692
"Neighborhood 2",2605,2,1,"Sep 2018",613158
"Neighborhood 2",2515,2,0,"Sep 2018",727208
"Neighborhood 1",1982,1,0,"Sep 2018",300309
"Neighborhood 1",1616,1,0,"Sep 2018",303446
"Neighborhood 2",2645,3,0,"Sep 2018",588423
"Neighborhood 1",1702,1,0,"Sep 2018",539534
"Neighborhood 1",1459,1,0,"Sep 2018",481313
"Neighborhood 1",1696,1,0,"Sep 2018",604032
"Neighborhood 1",1819,1,0,"Sep 2018",526120
"Neighborhood 1",1613,1,0,"Sep 2018",378775
"Neighborhood 1",1885,1,0,"Sep 2018",269854
"Neighborhood 1",1866,1,0,"Sep 2018",385450
"Neighborhood 2",2350,2,0,"Sep 2018",885284
"Neighborhood 1",1356,1,0,"Sep 2018",732757
"Neighborhood 1",1522,1,0,"Sep 2018",404104
"Neighborhood 1",1893,2,1,"Sep 2018",597776
"Neighborhood 1",1501,1,0,"Sep 2018",406547
"Neighborhood 1",1572,1,0,"Sep 2018",377422
"Neighborhood 1",1892,1,0,"Sep 2018",546230
"Neighborhood 1",1715,1,0,"Sep 2018",653537
"Neighborhood 1",1755,1,0,"Sep 2018",649181
"Neighborhood 2",2142,3,0,"Sep 2018",577986
"Neighborhood 1",1812,1,0,"Sep 2018",336556
"Neighborhood 1",1846,1,0,"Sep 2018",436769
"Neighborhood 1",1311,2,0,"Sep 2018",795813
"Neighborhood 2",2676,2,0,"Sep 2018",499700
"Neighborhood 2",2409,2,0,"Sep 2018",581932
"Neighborhood 1",1994,1,0,"Sep 2018",294385
"Neighborhood 1",2495,1,1,"Sep 2018",569283
"Neighborhood 2",2393,2,0,"Sep 2018",861544
"Neighborhood 2",2252,3,0,"Sep 2018",404445
"Neighborhood 1",1616,1,0,"Sep 2018",403281
"Neighborhood 2",2231,2,1,"Sep 2018",705805
"Neighborhood 2",2514,2,0,"Sep 2018",498194
"Neighborhood 2",2207,2,0,"Sep 2018",658660
"Neighborhood 2",2652,2,0,"Sep 2018",583323
"Neighborhood 2",2083,1,0,"Sep 2018",478068
"Neighborhood 1",1669,1,0,"Sep 2018",399454
"Neighborhood 1",1791,1,0,"Sep 2018",725071
"Neighborhood 1",1771,1,0,"Sep 2018",660494
"Neighborhood 1",1944,1,0,"Sep 2018",718263
"Neighborhood 2",2370,1,1,"Sep 2018",602085
"Neighborhood 1",1677,1,0,"Sep 2018",356503
"Neighborhood 1",1786,3,0,"Sep 2018",433191
"Neighborhood 1",1747,1,0,"Sep 2018",715523
"Neighborhood 1",1683,1,0,"Sep 2018",433697
"Neighborhood 2",2560,2,0,"Sep 2018",609195
"Neighborhood 2",2508,2,0,"Sep 2018",708868
"Neighborhood 1",2239,3,0,"Sep 2018",670516
"Neighborhood 2",2508,2,0,"Sep 2018",656073
"Neighborhood 2",2266,2,0,"Sep 2018",602946
"Neighborhood 2",2451,2,1,"Sep 2018",700331
"Neighborhood 2",2291,2,0,"Sep 2018",649861
"Neighborhood 2",2261,3,0,"Sep 2018",503527
"Neighborhood 2",2060,2,0,"Sep 2018",503386
"Neighborhood 2",2344,2,1,"Sep 2018",557982
"Neighborhood 1",1827,1,0,"Sep 2018",571458
"Neighborhood 2",2371,2,0,"Sep 2018",468665
"Neighborhood 2",2450,4,0,"Sep 2018",464428
"Neighborhood 1",1687,1,1,"Sep 2018",650853
"Neighborhood 2",2374,2,0,"Sep 2018",557436
"Neighborhood 1",1809,1,0,"Sep 2018",378448
"Neighborhood 1",1734,1,0,"Sep 2018",648577
"Neighborhood 1",1768,1,0,"Sep 2018",465713
"Neighborhood 1",1754,1,0,"Sep 2018",578438
"Neighborhood 2",2393,2,0,"Sep 2018",740052
"Neighborhood 1",1826,2,0,"Sep 2018",221710
"Neighborhood 2",2184,2,0,"Sep 2018",627746
"Neighborhood 1",1760,1,0,"Sep 2018",638973
"Neighborhood 2",2669,3,0,"Sep 2018",655936
"Neighborhood 1",1569,2,0,"Sep 2018",708372
"Neighborhood 1",2036,2,0,"Sep 2018",760501
"Neighborhood 1",1598,3,0,"Sep 2018",513272
"Neighborhood 1",1650,1,0,"Sep 2018",684985
"Neighborhood 1",1596,1,1,"Sep 2018",561246
"Neighborhood 1",1502,1,0,"Sep 2018",398535
"Neighborhood 1",1592,3,0,"Sep 2018",501166
"Neighborhood 2",2741,2,0,"Sep 2018",684097
"Neighborhood 1",1860,1,0,"Sep 2018",689179
"Neighborhood 2",2466,3,0,"Sep 2018",457131
"Neighborhood 2",2076,2,0,"Sep 2018",706419
"Neighborhood 2",2207,2,0,"Sep 2018",813218
"Neighborhood 2",2269,3,0,"Sep 2018",668118
"Neighborhood 1",1556,3,0,"Sep 2018",535271
"Neighborhood 2",2354,2,1,"Sep 2018",770820
"Neighborhood 2",2297,2,0,"Sep 2018",454432
"Neighborhood 1",1761,1,0,"Sep 2018",471751
"Neighborhood 1",1807,1,0,"Sep 2018",537380
"Neighborhood 1",1588,1,0,"Sep 2018",364572
"Neighborhood 1",1786,1,0,"Sep 2018",279849
"Neighborhood 2",2615,2,0,"Sep 2018",557054
"Neighborhood 1",2106,1,1,"Sep 2018",474022
"Neighborhood 1",1791,1,0,"Sep 2018",480950
"Neighborhood 2",2388,3,0,"Sep 2018",590358
"Neighborhood 1",1668,1,0,"Sep 2018",775790
"Neighborhood 1",1585,2,1,"Sep 2018",505815
"Neighborhood 1",1906,1,0,"Sep 2018",450650
"Neighborhood 2",2641,2,0,"Sep 2018",637840
"Neighborhood 1",1759,2,0,"Sep 2018",681595
"Neighborhood 2",2307,2,0,"Sep 2018",471429
"Neighborhood 2",2376,2,0,"Sep 2018",592352
"Neighborhood 2",2495,1,0,"Sep 2018",544405
"Neighborhood 1",1591,1,0,"Sep 2018",418744
"Neighborhood 2",2092,2,0,"Sep 2018",809024
"Neighborhood 1",1837,1,0,"Sep 2018",525269
"Neighborhood 1",1473,1,0,"Sep 2018",463099
"Neighborhood 1",1836,1,0,"Sep 2018",382702
"Neighborhood 2",2153,2,0,"Sep 2018",673362
"Neighborhood 2",2616,3,0,"Sep 2018",456166
"Neighborhood 1",1639,1,0,"Sep 2018",764597
"Neighborhood 1",1576,1,0,"Sep 2018",401294
"Neighborhood 1",1826,1,0,"Sep 2018",554705
"Neighborhood 1",1789,1,0,"Sep 2018",498048
"Neighborhood 1",1715,1,0,"Sep 2018",646633
"Neighborhood 1",2035,1,0,"Sep 2018",496958
"Neighborhood 2",2545,2,0,"Sep 2018",602169
"Neighborhood 1",1495,1,0,"Sep 2018",463492
"Neighborhood 1",1758,1,0,"Sep 2018",578740
"Neighborhood 1",1746,2,0,"Sep 2018",482853
"Neighborhood 2",2311,3,0,"Sep 2018",795592
"Neighborhood 1",1651,1,0,"Sep 2018",458116
"Neighborhood 2",2436,3,1,"Sep 2018",745310
"Neighborhood 1",1948,2,0,"Sep 2018",581564
"Neighborhood 2",2268,2,0,"Sep 2018",536779
"Neighborhood 2",2464,2,0,"Sep 2018",838217
"Neighborhood 1",1846,1,0,"Sep 2018",320051
"Neighborhood 2",2261,4,0,"Sep 2018",665020
"Neighborhood 1",1470,1,0,"Sep 2018",531606
"Neighborhood 1",1898,1,0,"Sep 2018",635395
"Neighborhood 1",1837,2,0,"Sep 2018",579230
"Neighborhood 1",1656,1,0,"Sep 2018",527397
"Neighborhood 2",2127,3,0,"Sep 2018",579041
"Neighborhood 1",1917,1,0,"Sep 2018",512078
"Neighborhood 1",2076,1,0,"Sep 2018",417489
"Neighborhood 2",2490,2,0,"Sep 2018",508799
"Neighborhood 2",2577,2,0,"Sep 2018",565875
"Neighborhood 1",1543,1,0,"Sep 2018",735168
"Neighborhood 1",1783,1,0,"Sep 2018",723137
"Neighborhood 1",1538,1,0,"Sep 2018",509952
"Neighborhood 2",2326,2,1,"Sep 2018",500193
"Neighborhood 1",1772,1,0,"Sep 2018",689187
"Neighborhood 2",2264,2,0,"Sep 2018",637881
"Neighborhood 1",1751,1,0,"Sep 2018",479480
"Neighborhood 1",1637,1,0,"Sep 2018",368110
"Neighborhood 1",1643,1,0,"Sep 2018",454801
"Neighborhood 2",2482,2,0,"Sep 2018",606417
"Neighborhood 2",2413,2,1,"Sep 2018",654356
"Neighborhood 2",2505,3,0,"Sep 2018",577010
"Neighborhood 2",2658,2,0,"Sep 2018",811425
"Neighborhood 2",2460,2,0,"Sep 2018",660249
"Neighborhood 2",2411,3,0,"Sep 2018",711908
"Neighborhood 1",1617,2,0,"Sep 2018",424390
"Neighborhood 1",1668,1,0,"Sep 2018",470527
"Neighborhood 1",2298,1,0,"Sep 2018",655633
"Neighborhood 1",1812,1,0,"Sep 2018",500702
"Neighborhood 2",2739,2,0,"Sep 2018",461730
"Neighborhood 1",1691,1,0,"Sep 2018",578618
"Neighborhood 1",1760,1,0,"Sep 2018",621981
"Neighborhood 1",1457,1,0,"Sep 2018",435152
"Neighborhood 1",1698,3,0,"Sep 2018",446932
"Neighborhood 1",1911,2,0,"Sep 2018",483857
"Neighborhood 1",1766,1,0,"Sep 2018",526566
"Neighborhood 1",1649,1,0,"Sep 2018",676033
"Neighborhood 1",1976,1,0,"Sep 2018",555459
"Neighborhood 1",1819,1,0,"Sep 2018",466830
"Neighborhood 1",1770,1,0,"Sep 2018",596527
"Neighborhood 1",1750,2,0,"Sep 2018",379739
"Neighborhood 2",2378,3,0,"Sep 2018",606185
"Neighborhood 1",1793,1,0,"Sep 2018",499896
"Neighborhood 1",1775,2,0,"Sep 2018",491214
"Neighborhood 2",2291,3,0,"Sep 2018",858404
"Neighborhood 1",1860,1,0,"Sep 2018",461261
"Neighborhood 1",1595,1,0,"Sep 2018",443263
"Neighborhood 2",2308,2,0,"Sep 2018",516933
"Neighborhood 2",2388,3,0,"Sep 2018",884489
"Neighborhood 2",2607,3,0,"Sep 2018",656498
"Neighborhood 2",2460,2,0,"Sep 2018",487126
"Neighborhood 1",1583,1,1,"Sep 2018",514323
"Neighborhood 1",1755,1,0,"Sep 2018",581083
"Neighborhood 1",1469,1,0,"Sep 2018",438791
"Neighborhood 1",1471,1,0,"Sep 2018",630537
"Neighborhood 1",1402,1,0,"Sep 2018",445937
"Neighborhood 1",1643,1,0,"Sep 2018",600137
"Neighborhood 1",1673,1,0,"Sep 2018",504925
"Neighborhood 2",2364,2,0,"Sep 2018",410215
"Neighborhood 1",1686,1,0,"Sep 2018",626396
"Neighborhood 2",2328,2,0,"Sep 2018",669900
"Neighborhood 1",1741,1,0,"Sep 2018",437575
"Neighborhood 2",2231,2,1,"Sep 2018",582360
"Neighborhood 1",1913,1,0,"Sep 2018",441885
"Neighborhood 2",2233,2,0,"Sep 2018",556453
"Neighborhood 1",1690,1,0,"Sep 2018",500482
"Neighborhood 1",1706,1,0,"Sep 2018",610285
"Neighborhood 1",1953,1,0,"Sep 2018",520785
"Neighborhood 1",1646,3,0,"Sep 2018",501898
"Neighborhood 2",2340,2,0,"Sep 2018",690730
"Neighborhood 1",1753,2,0,"Sep 2018",566622
"Neighborhood 1",1561,1,0,"Sep 2018",596217
"Neighborhood 2",2438,2,0,"Sep 2018",857240
"Neighborhood 1",1560,2,0,"Sep 2018",606509
